"Timestamp","Q.1.Institution","Q.2.Role","Q.3.Discipline","Q.4.Fund","Q.5.Seniority","Q.6.Use.Software","Q.7.Importance.Software","Q.8.Developing.Software","Q.9.Training.Software","Q.10.Cost.Software","Q.11.Main.Software","E.1.Job.Title","E.2.Gender","E.3.Contract","E.4.OS","dataOrigin","Question.1..In.which.country.do.you.live.","X","X.1","Q.2.I conduct research","Q.2.I develop software for researchers","Q.2.I manage researchers or research projects","Q.2.I support researchers","Q.4.Fund.clean","Q.9.Training.Software.clean","Q.9.Training.Software.YN","E.1.Job.Title.clean","E.2.Gender.clean","E.4.OS.clean"
"10/20/2014 22:37:13",NA,"I conduct research, I manage researchers or research projects","Social studies","ESRC - Economic and Social Research Council","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","Stata, R, Emacs, Sed, Awk, Mathematica","Senior Lecturer","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,1,0,"ESRC - Economic and Social Research Council","Self-taugh+Taught","Yes","Lecturer","Male","Mac OS X"
"10/21/2014 0:08:58","Queen's University Belfast","I conduct research, I manage researchers or research projects","Engineering & technology","European Union - FP7","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","MathCad, CST Microwave Studio, Agilen ADS, MultiSim (National Instrument)","Reader","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,0,"Europe","Self-Taught","No","Reader","Male","Microsoft Windows"
"10/21/2014 6:08:26","Newcastle University","teaching fellow","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Labview, Origin, Kaleida Graph, Igor","Teaching Fellow","Female","Fixed term","Mac OS X","survey",NA,NA,NA,0,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes","Technician","Female","Mac OS X"
"10/21/2014 8:22:50",NA,"I conduct research","Humanities & language based studies & archaeology","University central funds","6-10 years","Yes","My work would require more effort, but it would still be possible","No","No","No","I used Bento from Filemaker and I'm now flailing around looking for an alternative since it was withdrawn. ","lecturer in modern & contemporary literature","Female","Permanent","Mac OS X","survey",NA,NA,NA,1,0,0,0,"University central funds","No","No","Lecturer","Female","Mac OS X"
"10/21/2014 9:01:38","The University of Nottingham","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","MestReNova, R, Prism, many proprietary softwares for individual analytical instruments","Research Fellow","Male","Fixed term","Linux","survey",NA,NA,NA,1,1,1,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No",NA,"Male","Linux"
"10/21/2014 9:14:21","University of Leeds","I conduct research, I support researchers","Biological, mathematical & physical sciences","NERC - Natural Environment Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","Matlab","Instrument Scientist","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,1,"NERC - Natural Environment Research Council","Self-Taught","No","Researcher","Female","Microsoft Windows"
"10/21/2014 9:15:57","University of Glasgow","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","STFC - Science and Technology Facilities Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","geant4, recpack, maus","research associate","Male","Fixed term","Linux","survey",NA,NA,NA,1,1,0,0,"STFC - Science and Technology Facilities Council","Self-Taught","No",NA,"Male","Linux"
"10/21/2014 9:17:39","Imperial College London","I conduct research","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No, but we expected to develop software as part of the project","alberta-fem, see http://www.alberta-fem.de/","Senior Lecturer","Male","Permanent","Linux","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Taught","Yes","Lecturer","Male","Linux"
"10/21/2014 9:19:33","University of Glasgow","I conduct research, I support researchers, I manage researchers or research projects","Biological, mathematical & physical sciences","EU Commission","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","Yes","GAP - Groups Algorithms Programming,
Haskell various research versions: Eden GpH (Glasgow parallel Haskell) ..,
Erlang (beta research versions)
","Professor","Male","","Linux","survey",NA,NA,NA,1,0,1,1,"Europe","Taught","Yes","Professor","Male","Linux"
"10/21/2014 9:30:04","University of Leeds","I support researchers","Medicine, dentistry & health","Don't know","15-20 years","No","It would make no significant difference to my work","No","No","No","","Cardiac Physiology lecturer","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,0,0,0,1,"Don't know","No","No","Lecturer","Female","Microsoft Windows"
"10/21/2014 9:49:18","University of Liverpool","I conduct research","Architecture & planning","European Commission","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","No","ArcGIS, SPSS","Postdoctoral Research Associate","Female","Fixed term","Mac OS X","survey",NA,NA,NA,1,0,0,0,"Europe","No","No",NA,"Female","Mac OS X"
"10/21/2014 9:52:40","University of Birmingham","I conduct research, I support researchers, I manage researchers or research projects","Engineering & technology","EU","6-10 years","Yes","My work would require more effort, but it would still be possible","No","No","I'm not involved in bid writing","Sigmaplot
Matlab
Minitab","Research Fellow","Female","Fixed term","Don't have a preference","survey",NA,NA,NA,1,0,1,1,"Europe","No","No",NA,"Female",NA
"10/21/2014 9:54:35",NA,"I conduct research, I support researchers, I manage researchers or research projects","Humanities & language based studies & archaeology","AHRC - Arts and Humanities Research Council","More than 20 years","No","It would make no significant difference to my work","No","No","No","","Professor","Female","Permanent","Mac OS X","survey",NA,NA,NA,1,0,1,1,"AHRC - Arts and Humanities Research Council","No","No","Professor","Female","Mac OS X"
"10/21/2014 9:56:06",NA,"I conduct research, I manage researchers or research projects, I develop software for researchers, I teach and develop software for teaching","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","python, java, matlab, octave, lisp","Senior Lecturer","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,1,1,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes","Lecturer","Male","Mac OS X"
"10/21/2014 9:58:27","Queen's University Belfast","I conduct research","Biological, mathematical & physical sciences","University central funds","More than 20 years","Yes","My work would require more effort, but it would still be possible","No","No","No","Sage (Open Source Computer Algebra package), Mathematica ","Professor","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"University central funds","No","No","Professor","Male","Microsoft Windows"
"10/21/2014 10:09:22","University of Birmingham","I conduct research","Engineering & technology","EU FP7","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No","Matlab","Research Fellow","Male","Fixed term","Don't have a preference","survey",NA,NA,NA,1,0,0,0,"Europe","Taught","Yes",NA,"Male",NA
"10/21/2014 10:09:30","University of Bristol","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","MATLAB, microsoft excel","PhD student","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Postgraduate student","Female","Microsoft Windows"
"10/21/2014 10:13:20","Imperial College London","I conduct research","Engineering & technology","University central funds","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","PhD student","Male","Fixed term","Mac OS X","survey",NA,NA,NA,1,0,0,0,"University central funds","Self-taugh+Taught","Yes","Postgraduate student","Male","Mac OS X"
"10/21/2014 10:17:36","Imperial College London","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","R, GAMS, cplex, Bash","PhD student","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes","Postgraduate student","Male","Linux"
"10/21/2014 10:17:55","University of Birmingham","I conduct research","Education","Templeton Foundation","Less than a year","Yes","My work would require more effort, but it would still be possible","Yes","No","I'm not involved in bid writing","NVivo
SPSS
Excel
","Research Associate","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"Other charity or fundation","No","No",NA,"Female","Microsoft Windows"
"10/21/2014 10:24:51","The University of Nottingham","I conduct research","Biological, mathematical & physical sciences","University central funds","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","No","I'm not involved in bid writing","LabView, Origin, ","Research Associate","Prefer not to say","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"University central funds","No","No",NA,NA,"Microsoft Windows"
"10/21/2014 10:28:44","University of Bristol","I conduct research","Medicine, dentistry & health","Range of funders, including some of the above","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","I'm not involved in bid writing","NVivo, RefMan, RevMan, Endnote, STATA, Microsoft Access","Research Associate","Female","Fixed term","Don't have a preference","survey",NA,NA,NA,1,0,0,0,"Insufficient information","No","No",NA,"Female",NA
"10/21/2014 10:37:17","University of Birmingham","I conduct research, I support researchers, I manage researchers or research projects","Engineering & technology","Industry","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No, but we expected to develop software as part of the project","Abaqus, Matlab/Simulink, Simpack, MSC-ADAMS, CarSim","Senior Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"Industry","Taught","Yes","Lecturer","Male","Microsoft Windows"
"10/21/2014 10:37:48","University of Sheffield","I conduct research","Administrative & business studies","Don't know","6-10 years","Yes","It would not be practical to conduct my work without software","No","No","No","Stata","Reader","Male","Permanent","Linux","survey",NA,NA,NA,1,0,0,0,"Don't know","No","No","Reader","Male","Linux"
"10/21/2014 10:41:12","University of Leeds","I conduct research","Biological, mathematical & physical sciences","STFC - Science and Technology Facilities Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No","python (numpy/scipy/matplotlib),
CASA,
DS9,
hydro codes (mg and pluto)","PhD student","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"STFC - Science and Technology Facilities Council","Self-taugh+Taught","Yes","Postgraduate student","Male","Linux"
"10/21/2014 10:45:27","University of Leeds","I conduct research, I manage researchers or research projects, I develop software for researchers, SME director","Medicine, dentistry & health","EPSRC - Engineering and Physical Sciences Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","Visual basic 2008","Dr","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,1,1,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No",NA,"Male","Microsoft Windows"
"10/21/2014 10:46:21","Imperial College London","I conduct research, I manage researchers or research projects","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","Python, MatLab, Mathematica, COMSOL
","Senior Lecturer","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,1,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Lecturer","Male","Mac OS X"
"10/21/2014 10:55:45","University of Liverpool","I conduct research, I manage researchers or research projects, I develop software for researchers","Engineering & technology","University central funds","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Fortran 95 - This is used to develop CFD (Computational Fluid Dynamics) codes for my and my researchers work. The codes are developed to solve specific research problems where there are currently no commercial codes available.   ","Senior Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,1,1,0,"University central funds","Self-taugh+Taught","Yes","Lecturer","Male","Microsoft Windows"
"10/21/2014 10:57:13","University of Birmingham","I conduct research, I support researchers, I manage researchers or research projects, Teaching + Admin","Social studies","University central funds","6-10 years","Yes","It would not be practical to conduct my work without software","No","Yes - self taught using online resources or books","Yes","","Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"University central funds","Self-Taught","No","Lecturer","Male","Microsoft Windows"
"10/21/2014 11:04:41","University of Leeds","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","National Instruments LabVIEW, Python, LaTeX, Origin","Lecturer in Condensed Matter Physics","Male","Permanent","Don't have a preference","survey",NA,NA,NA,1,1,1,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Lecturer","Male",NA
"10/21/2014 11:07:00","Queen's University Belfast","I conduct research, I manage researchers or research projects","Engineering & technology","European Union (FP7)","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No, but we expected to develop software as part of the project","The list is too numerous to enumerate. Every part of my work (computer vision) has open source research software associated with it. Every major research group in the field produces research software it is an integral part of the job.","Lecturer","Male","Permanent","Linux","survey",NA,NA,NA,1,0,1,0,"Europe","Taught","Yes","Lecturer","Male","Linux"
"10/21/2014 11:10:39","University of Birmingham","I conduct research, I manage researchers or research projects","Engineering & technology","European Union","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","Matlab","Research Fellow","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,1,0,"Europe","Self-taugh+Taught","Yes",NA,"Male","Microsoft Windows"
"10/21/2014 11:12:03","University of Oxford","I conduct research","Humanities & language based studies & archaeology","University central funds","1-5 years","Yes","My work would require more effort, but it would still be possible","No","Yes - a taught course","Yes","EndNote, Wordpress","Visiting Fellow","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"University central funds","Taught","Yes","Visiting Fellow","Female","Microsoft Windows"
"10/21/2014 11:12:28","Imperial College London","I conduct research","Biological, mathematical & physical sciences","EU","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","I'm not involved in bid writing","python, numpy, heidelberg mctdh package, mathematica","Early Stage Researcher","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"Europe","Taught","Yes","Researcher","Male","Linux"
"10/21/2014 11:12:53","University of Birmingham","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","Yes","MCTDH (own quantum dynamics code); Gaussian; Molpro; WebMO","Professor of theoretical chemistry","Male","Permanent","Linux","survey",NA,NA,NA,1,1,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Taught","Yes","Professor","Male","Linux"
"10/21/2014 11:21:15",NA,"I conduct research, I support researchers, I manage researchers or research projects","Humanities & language based studies & archaeology","European Commission","More than 20 years","No","It would make no significant difference to my work","No","Yes - self taught using online resources or books","No","","Professor of Bioethics","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"Europe","Self-Taught","No","Professor","Male","Microsoft Windows"
"10/21/2014 11:32:12","University of Leeds","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","University central funds","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","The statistical language R, its contributed packages, and software in R that I have written myself.","professor","Male","Permanent","Linux","survey",NA,NA,NA,1,1,0,0,"University central funds","Self-Taught","No","Professor","Male","Linux"
"10/21/2014 11:32:52","University of Liverpool","I conduct research, I manage researchers or research projects","Social studies","ESRC - Economic and Social Research Council","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","No","No","EPrime, PsyScope, SPSS, R, Psychopy, OpenSesame","Senior lecturer","Female","Permanent","Don't have a preference","survey",NA,NA,NA,1,0,1,0,"ESRC - Economic and Social Research Council","No","No","Lecturer","Female",NA
"10/21/2014 11:35:32",NA,"I conduct research","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","1-5 years","No","It would make no significant difference to my work","No","Yes - self taught using online resources or books","No","","PhD student","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"BBSRC - Biotechnology and Biological Sciences Research Council","Self-Taught","No","Postgraduate student","Female","Microsoft Windows"
"10/21/2014 11:37:20","University of Bristol","I conduct research, I manage researchers or research projects","Agriculture, forestry & veterinary science","Tubney Charitable Trust","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","No","No","R
SPSS","Research Fellow","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,1,0,"Other charity or fundation","No","No",NA,"Female","Microsoft Windows"
"10/21/2014 11:38:37","University of Glasgow","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","6-10 years","Yes","My work would require more effort, but it would still be possible","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","GARAND(GoldStandardSimulations), ATK (QuantumWise), XmGrace, Paraview,Assimptote,Python","Research Associate","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No",NA,"Male","Linux"
"10/21/2014 11:40:03","University of Liverpool","I conduct research","Agriculture, forestry & veterinary science","British Veterinary Association, Animal Welfare Foundation","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","No","No","Excel, STATA, LaTeX","PhD Student","Male","Fixed term","Mac OS X","survey",NA,NA,NA,1,0,0,0,"Other charity or fundation","No","No","Postgraduate student","Male","Mac OS X"
"10/21/2014 11:40:05","University of Birmingham","I conduct research, I develop software for researchers","Social studies","-","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No","Python","Lecturer in Human Geography","Male","Permanent","Linux","survey",NA,NA,NA,1,1,0,0,"Insufficient information","Self-taugh+Taught","Yes","Lecturer","Male","Linux"
"10/21/2014 11:43:07","University of Glasgow","I support researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","No","It would make no significant difference to my work","No","No","Yes","","Centre for Doctoral Training Administrator","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,0,0,0,1,"EPSRC - Engineering and Physical Sciences Research Council","No","No",NA,"Female","Microsoft Windows"
"10/21/2014 11:45:24","Queen's University Belfast","I conduct research","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","15-20 years","Yes","It would not be practical to conduct my work without software","No","No","Yes","Chemical modelling / drawing  software:

Gaussian
Chem Office
Accelyrs Draw,
Spinworks NMR

instrument specific software for driving various spectrometers / processing data as well.","Senior LEcturer in InorganicChemistry","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","No","No","Lecturer","Male","Mac OS X"
"10/21/2014 11:52:36","University of Bristol","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","No","No, but we expected to develop software as part of the project","Bespoke internal software such as VFP

Commercial software in beta phase such as Kinect SDK's etc

Standard tools such as Matlab, Visual Studio etc","Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,1,1,1,"EPSRC - Engineering and Physical Sciences Research Council","No","No","Lecturer","Male","Microsoft Windows"
"10/21/2014 11:53:35","University of Bristol","I conduct research","Biological, mathematical & physical sciences","ESRC - Economic and Social Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","R,Presentation (by Neurobehavioral Systems),Python,Psychopy,bash","PhD student","Female","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"ESRC - Economic and Social Research Council","Self-Taught","No","Postgraduate student","Female","Linux"
"10/21/2014 11:55:30","University of Bristol","I conduct research","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","R, VBA, algorithms written in a range of coding languages","PhD Student","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"BBSRC - Biotechnology and Biological Sciences Research Council","Self-Taught","No","Postgraduate student","Female","Microsoft Windows"
"10/21/2014 12:07:12","Chemical Engineering","I conduct research, I support researchers, I manage researchers or research projects","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","No","No","No, but we expected to develop software as part of the project","Matlab
TA Data Analysis 
Image J
OPUS
Minitab
ZEAL logger (custom build temperature logger for heat flux calculation)
","Teaching Fellow","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"EPSRC - Engineering and Physical Sciences Research Council","No","No","Technician","Female","Microsoft Windows"
"10/21/2014 12:17:38",NA,"I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Administrative & business studies","Don't know","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No, but we expected to develop software as part of the project","SPSS, NVivo, MS Excel, Chorus Analytics, Qualtrics, Survey Monkey, TweetDeck, Graphviz, NodeXL ","Lecturer in Information Management","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,1,1,1,"Don't know","Taught","Yes","Lecturer","Male","Mac OS X"
"10/21/2014 12:17:47","University of Liverpool","I conduct research, I manage researchers or research projects, I develop software for researchers","Engineering & technology","University central funds","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","openCossan,
Matlab,
","Dr","Male","Permanent","Linux","survey",NA,NA,NA,1,1,1,0,"University central funds","Self-Taught","No",NA,"Male","Linux"
"10/21/2014 12:24:10","Queen's University Belfast","I conduct research, I develop software for researchers","Administrative & business studies","University central funds","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No","come on","Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,1,0,0,"University central funds","Self-taugh+Taught","Yes","Lecturer","Male","Microsoft Windows"
"10/21/2014 12:30:59","University of Leeds","I conduct research","Biological, mathematical & physical sciences","NERC - Natural Environment Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","Fortran 77-90, Matlab, GMT","Post-graduate research student","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"NERC - Natural Environment Research Council","Self-taugh+Taught","Yes","Postgraduate student","Male","Linux"
"10/21/2014 12:36:02","University of Bristol","I conduct research","Medicine, dentistry & health","MRC - Medical Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","Stata, R, Mathematica, SAS, winbugs, mlwin","Research Fellow","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"MRC - Medical Research Council","Self-taugh+Taught","Yes",NA,"Female","Microsoft Windows"
"10/21/2014 12:39:06","Imperial College London","I conduct research","Biological, mathematical & physical sciences","CONACYT (Mexico); Imperial College London","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","I'm not involved in bid writing","Wolfram Mathematica","PhD Student","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"Non-UK Gov","Taught","Yes","Postgraduate student","Male","Linux"
"10/21/2014 12:45:43","The University of Nottingham","I conduct research","Humanities & language based studies & archaeology","AHRC - Arts and Humanities Research Council","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","No","End note","Postgraduate research student ","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"AHRC - Arts and Humanities Research Council","No","No","Postgraduate student","Female","Microsoft Windows"
"10/21/2014 12:50:25","University of Leeds","I conduct research","Biological, mathematical & physical sciences","STFC - Science and Technology Facilities Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No","IDL, python","PhD Student","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"STFC - Science and Technology Facilities Council","Self-taugh+Taught","Yes","Postgraduate student","Male","Linux"
"10/21/2014 12:51:44",NA,"I conduct research","Social studies","Don't know","Less than a year","Yes","My work would require more effort, but it would still be possible","No","No","No","","","Female","Fixed term","Don't have a preference","survey",NA,NA,NA,1,0,0,0,"Don't know","No","No","","Female",NA
"10/21/2014 12:58:38","University of Leeds","I conduct research, I manage researchers or research projects","Medicine, dentistry & health","NIH (US)","More than 20 years","Yes","It would not be practical to conduct my work without software","No","No","No","Too numerous to list
","Professor","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,1,0,"Non-UK Gov","No","No","Professor","Male","Mac OS X"
"10/21/2014 13:01:57","Imperial College London","I conduct research","Biological, mathematical & physical sciences","EC","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","I'm not involved in bid writing","VASP, Comsol Multiphysics, Matlab, Scipy & Matplotlib (Python), TeXnicCenter, Qiqqa ","Research assistant","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,0,0,"Europe","Taught","Yes",NA,"Male","Linux"
"10/21/2014 13:03:50","Imperial College London","I conduct research","Biological, mathematical & physical sciences","Leverhulme Trust","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","Yes","Plato, Abinit, Gaussian","Reader","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,0,0,"Leverhulme Trust","Taught","Yes","Reader","Male","Mac OS X"
"10/21/2014 13:06:07","University of Glasgow","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No, but we expected to develop software as part of the project","CPLEX, Gurobi, COIN-OR, LEDA, Matlab, R, LEMON, kidney.optimalmatching.com, toolkit.optimalmatching.com

","Senior Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,1,1,1,"EPSRC - Engineering and Physical Sciences Research Council","Taught","Yes","Lecturer","Male","Microsoft Windows"
"10/21/2014 13:06:56","University of Bristol","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","Open Exchange, written by myself (http://sourceforge.net/projects/open-exchange/)","Doctoral Researcher","Male","Prefer not to say","Linux","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Researcher","Male","Linux"
"10/21/2014 13:18:50","University of Liverpool","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","NERC - Natural Environment Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","R
Matlab
Cytoscape
GSEA
ARACNE
","Research Assistant","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,1,1,1,"NERC - Natural Environment Research Council","Self-taugh+Taught","Yes",NA,"Male","Microsoft Windows"
